2002-02-21	9	30	Peru	Lima	At least nine people were killed and 30 injured by a powerful car bomb which went off near the United States embassy in Lima.
2003-03-05	6	68	Colombia	Cúcuta	A car bomb kills six and injures 68 in a covered parking lot in Cúcuta. Rebel group ELN is blamed for the attack.	ELN	
2003-08-10	3	0	USA	West Virginia	sniper: Three people were killed in a series of sniper shootings in West Virginia. Eight years after the shootings, a suspect named Shawn Lester was arrested and was eventually convicted and sentenced to 46 years in prison for the shootings.	Shawn Lester
2003-08-24	6	28	Colombia	Puerto Rico	Six die and 28 are wounded when a bomb explodes in a riverboat in the town of Puerto Rico. Rebel group FARC is blamed.	FARC	
2003-09-11	8	15	Colombia	Chita	A bomb strapped to a horse kills eight and injures 15 in the village of Chita. The attack is blamed on FARC, as the same technique had been used in the past.	FARC	
2003-09-29	10	54	Colombia	Caquetá	A motorcycle packed with explosives kills ten and injures 54 in downtown Florencia, capital of Caquetá. Rebel group FARC is blamed.	FARC	
2003-10-08	6	11	Colombia	Bogotá	A car bomb kills six and injures eleven in downtown Bogotá. FARC is blamed.	FARC	
2003-12-08	2	0	USA	Abbeville	Two police officers are killed in 14-hour shootout and standoff with three self-proclaimed "sovereign citizens" in Abbeville, South Carolina.	Arthur, Rita and Steven Bixby
2004-01-15	1	0	Colombia	Puerto Guzman	Luis Alberto Campos, a municipal councilor in Puerto Guzman, was murdered. Campos was dragged from his house and killed by a group who claimed to be from the 32nd Revolutionary Armed Forces of Columbia (FARC) front. This is the first politician elected at the local level to be murdered this year.	FARC	
2004-01-16	3	5	Nepal	Dharann.	Three people were killed and five injured when rebels of the Communist Party of Nepal-Maoists (CPN-M) planted a bomb in a bus headed for Dharan township. The device detonated as the bus was being stopped at a security checkpoint. One police officer, the bus driver and a passenger were killed.	Communist Party of Nepal-Maoists	
2004-02-12	6	13	Nepal	Kabhre District.	Maoist rebels from the Communist Party of Nepal-Maoists (CPN-M) hurled bombs at a passenger bus killing at least six people. The bus was carrying civilians as well as some soldiers to the Kabhre district.	Communist Party of Nepal-Maoists	
2004-02-21	5	17	Republic of Ireland	Dublin	Five people died and 17 were injured when Ulster Loyalists bombed a bus in central Dublin.	Ulster Loyalists	
2004-03-01	1	2	Sri Lanka	Batticola District.	A United National Party candidate for the Batticola District in an upcoming election was gunned down yesterday in the first polls-related killing. The Liberation Tigers of Tamil Eelam (LTTE) is suspected in the attack; the candidate resisted an earlier warning from the group. Unidentified gunmen had attempted to shoot him Sunday night. A niece and nephew living in the same house were also attacked.	Tigers of Tamil Eelam (LTTE)	
2004-03-08	0	2	Israel	Jerusalem.	Dozens of ultra-Orthodox Jews attacked Arab taxi drivers with rocks in the Me'a Sharim neighborhood of Jerusalem. One driver was wounded and his car was damaged. The second driver was lightly hurt and sent to hospital.	ultra-Orthodox Jews	
2004-04-03	1	2	Nepal	Dhading District.	An office employee was killed and other injured when a bomb went off at the District Education Office in Dhading district. The Communist Party of Nepal-Maoists (CPN-M) is responsible for the attack.	The Communist Party of Nepal-Maoists (CPN-M)	
2004-04-22	6	82	Colombia	Bogota.	A bomb exploded in a crowded tavern/discothèque at 11:00 pm Saturday night killing six (some reports indicate seven) and wounding eighty-two. The bomb was packed in a small suitcase and left in the bathroom by suspected Revolutionary Armed Forces of Colombia (FARC) rebels. It is believed the bombing is part of a FARC campaign marking the organizations 40th anniversary.	FARC	
2004-04-27	1	2	Nepal	Annapur.	Maoists, believed members of the Communist Party of Nepal-Maoists (CPN-M) killed a newspaper delivery driver who defied the latest guerrilla anti-government strike. A homemade bomb was thrown at the driver who was delivering the Annapur Post. Two other passengers were injured. The CPN-M had demanded that all traffic stay off the roads in the western Himalayan kingdom as a series of strikes leading up to a three-day nationwide shutdown were taking place.	Communist Party of Nepal-Maoists	
2004-06-08	0	23	India	Assam.	Twenty-three were injured when suspected United Liberation Front of Assam (ULFA) militants threw a grenade into a crowded cinema hall during a town screening of a Hindi movie. The police say that the attacks may be connected to a ULFA call for the banning of Hindi movies last year. The group opposes the state film industry and is believed to have been responsible for explosions at other cinemas in Assam.	Front of Assam (ULFA)	
2004-06-08	0	6	Italy	Bologna.	An explosive device, made of a bottle full of inflammable liquid, a detonator and a timer, detonated at a political rally in Bologna, which featured National Alliance party leader Gianfranco Fini. The device exploded in the middle of Fini's speech, injuring six people, but causing no major damage. The bomb had been hidden inside an election vehicle on the side of the stage and only the detonator managed to explode.	Anarchists	
2004-06-15	34	0	Colombia	La Gabarra.	Presumed Revolutionary Armed Forces of Colombia (FARC) guerillas killed thirty-four farm workers in La Gabarra. Reports indicate that the workers were coca growers which led to different ideas about the motivation on the massacre. Some believe that it was caused by an ongoing battle between different armed groups over the control of coca productions and thus economic interests. Others speculate that the attack was a destabilizing act aimed at provoking an AUC reaction and thus sabotaging the peace process.	FARC	
2004-06-24	5	15	India	Assam.	Five passengers on a minibus were killed when United Liberation Front of Assam (ULFA) militants triggered a time bomb. Fifteen others were injured in the blast.	 	
2004-07-02	5	24	Turkey	Van.	A remote-detonated explosive device exploded in Blue Plaza on Ordu Boulevard in Van as Hikmet Tan, the governor of Van was passing through with his convoy. Five people were killed and twenty-four other injured by the blast. Hikmet was uninjured by the bomb. A Kurdish organization calling itself the Kurdistan Freedom Hawks (TAK) claimed responsibility for this assassination attempt. In their claim of responsibility, the group writes, "we will speak in a language that the Turkish state will understand and we will develop our revolutionary resistance struggle in a more radical manner in the face of the unjust and ugly policy that is currently being pursued by the Turkish state.".	Kurdistan Freedom Hawks (TAK)	
2004-07-02	1	1	Nepal	Pokhara.	Members of the Communists Party of Nepal-Maoists (CPN-M) shot the mayor of Pokhara, a major tourist town. Mayor Harkha Gurung was driving through a crowded market place on his way to work, when a pedestrian stopped to shake his hand. When the mayor stopped to talk to the person, they shot him in the face at close range. Two other Maoists rush forward and also opened fire, on the mayor who received five bullet wounds to the head and chest. The mayor's driver was injured in the attack.	Communist Party of Nepal-Maoists	
2004-08-26	5	43	India	Assam	Two blasts on bus transportation links killed five people and injured 43 in insurgent racked Assam province.	Front of Assam (ULFA)	
2004-09-04	4	14	Colombia	Colombia	Hooded gunmen opened fire on a congregation inside a church located near Colombia's border with Ecuador. Four parishioners were killed and fourteen wounded in the attack. Army officials believe the Revolutionary Armed Forces of Columbia (FARC) carried out the attack because the church had spoken out against the FARC's forced recruitment of local youth. It was reported the Protestant pastors in the region had preciously received death threats.	FARC	
2004-10-02	13	23	India	Assam	In Assam militants exploded a bomb that killed thirteen people and injured twenty-three. The National Democratic Front of Bodoland (NDFB) is believed to be responsible for the attack. The intended target of the attack is unclear.	Front of Assam (ULFA)	
2004-10-02	10	40	India	Assam	A second bomb blast occurred at the busy Hong Kong market, almost simultaneously with the railway blast in Assam. The bomb killed ten people and injured at least forty others. The two blasts are thought to have been coordinated.	Front of Assam (ULFA)	
2004-10-02	12	60	India	Assam	Twelve people were killed and at least sixty others injured in a bomb blasts targeting a rail line in Assam. The first occurred at the Dimapur railway station, and resulted in the deaths of all twelve people. The platform was packed with people waiting to board a train to Assam's Karbi district.	Front of Assam (ULFA)	
2004-10-03	3	25	India	Kashmir	The National Democratic Front of Bodoland (NDFB) bombed a market in Dhubri District, killing three and wounding twenty-five people. No further information is provided.	Front of Assam (ULFA)	
2004-11-29	2	2	Colombia	Bogota.	A bomb exploded near a bus stop along Bogotá's Transmilenio bus system route. A taxi passing by was caught in the blast resulting in the death of the driver and a passenger. Two other passengers were also injured. The explosion damaged about 30 houses in the area. The chief of police believes the attack was aimed at the bus stop but did not comment on the motive of the attack or who was responsible for it. The Transmilenio system has been the target of at least three attacks.	Unknown	
2004-11-28	1	6	Colombia	Bogota	A bomb exploded beside the mayor's office in the Rafael Uribe district of Bogotá on Sunday evening. Initial reports indicated the Revolutionary Armed Forces of Colombia (FARC) were involved. The only fatality was the person who was carrying the bomb. Those injured where passengers in a bus traveling by when the explosion took place. Otherwise the explosion damaged the building and broke the windows of the bus.	Unknown	
2004-11-30	3	8	Colombia	Bogota	Three people were killed and eight wounded when a fragment grenade was left at a supermarket checkout counter. It is believed that the National Liberation Army (ELN) is behind the attack which was carried out in retaliation for the recent capture of one of their chiefs. A man who left the bomb quickly fled through the back exit.	Unknown	
2004-12-14	2	8	India	Assam	Two explosions occurred near the Assam Assembly building. The attacks were carried out by the United Liberation Front of Assam (ULFA). Two persons were killed and eight injured. Authorities believe that the group carried out these attacks to mark the completion of a year of the Bhutan operations that have "evicted the ULFA from the Himalayan kingdom."	United Liberation Front of Assam (ULFA)	
2005-04-07	11	162	Myanmar	Yangon	May 2005 Yangon Bombings: Two supermarkets are bombed nearly simultaneously.	Karen National Union (suspected)	Internal conflict in Myanmar
2005-06-06	45	71	Nepal	Badarmude, Nepal	Badarmude bus explosion: A bomb was detonated near a bus while is passing across a bridge, causing the bridge collapse.	Communist Party of Nepal (suspected)	Nepalese Civil War
2005-06-16	5	14	Turkey	Kuşadası	A bomb exploded on a minibus carrying people to a beach	PKK (suspected)	Kurdish–Turkish conflict
2005-08-15	2	0	Sri Lanka	Sri Lanka	Lakshman Kadirgamar, the foreign minister of Sri Lanka and an ethnic Tamil was shot by an alleged LTTE sniper.	LTTE	Sri Lankan Civil War
2005-10-01	0	0	United States	USA	2005 University of Oklahoma bombing: Joel Henry Hinrichs III detonated a bomb near the packed football stadium at the University of Oklahoma in Norman, Oklahoma killing himself in the process.	Joel Henry Hinrichs III
2006-02-06	1	1	Spain GRAPO	 	(First of October Anti-Fascist Resistance Group) shot dead Ana Isabel Herrero, owner of a temporary work agency, and injured another person in Zaragoza. This was the last attack of this organization.	First of October Anti-Fascist Resistance Group	
2006-06-15	68	60	Sri Lanka	 	The LTTE detonate two claymore mines targeting a bus carrying 140 civilians. 68 civilians, including ten children, three pregnant women and their unborns, are killed. Approximately 60 civilians are injured.	Unknown	
2006-07-31	17	22	Colombia:	 	16 soldiers die in an ambush in Tibu and a car bomb kills one and injures 22 in Bogotá. Both attacks are blamed on FARC.	FARC	
2006-08-04	5	0	Colombia:	 	A car bomb kills five outside a police station in Cali. The local government blames FARC.	FARC	
2006-09-18	92	0	Sri Lanka	 	An LTTE suicide bomber rams a truck packed with explosives into convoy of buses carrying unarmed Sri Lankan Navy personal going home, on leave, killing at least 92 Navy Personnel. The Government of Sri Lanka called this a terrorist attack	LTTE	
2006-10-28	2	4	Colombia	 	A car bomb kills two and injures four outside a military base in Villavicencio, Meta. FARC is blamed.	FARC	
2007-01-05	6	30	Sri Lanka	Nittambuwa	A bus is bombed. The government blames Tamil Tiger, who denies it. See 2007 Sri Lankan bus bombs.	Unknown	
2007-01-06	15	24	Sri Lanka	Hikkaduwa	A bus is bombed. The government blames Tamil Tiger, who denies it.	Unknown	
2007-01-10	7	27	Philippines	General Santos City, Kidapawan City, Cotabato City	Three bombs exploded in cities across Mindanao ahead of the ASEAN summit held in Manila, killing a total of 7 and injuring at last 27.	Unknown	
2007-01-17	2	12	India	Dispur, Assam	A bomb planted in a vegetable carton by suspected members of the United Liberation Front of Assam (ULFA) exploded in a market in Dispur on January 17. Two people, including a child, were killed and 12 people were injured in the attack.	ULFA	
2007-02-19	68	49	India	Samjhauta	A train headed toward Lahore an hour after it leaves New Delhi; two bombs explode. See 2007 Samjhauta Express bombings	Abhinav Bharat	
2007-03-16	16	16	Colombia	Buenaventura: A bomb kills 16 and injures 16 in Buenaventura. Authorities blame FARC.	FARC	 	
2007-05-18	16	100	India	Hyderabad: Attack on Mecca Masjid. For details, see 18 May 2007 Mecca Masjid bombing	Rashtriya Swayamsevak Sangh (Suspected)	 	
2007-10-21	12	16	Turkey	Hakkâri Province	PKK stages an attack on the Turkish outpost in Hakkari. The attack wounds 16 and kills 12 Turkish soldiers carried out of northern Iraq. Also, eight soldiers are kidnapped.	PKK	
2008-01-16	30	65	Sri Lanka	Buttala	A civilian bus was bombed, and the fleeing passengers were gunned down and the feeing gunmen also attacked farmers, killing at least 30 people. The Sri Lankan government claimed that the gunman belonged to LTTE.	LTTE	
2008-02-02	20	50	Sri Lanka	Dambulla.	A bus carrying civilians bombed.	 	
2008-02-03	12	100	Sri Lanka	Colombo.	Suspected Tamil Tiger suicide bomber blew herself up outside a train at the main railway station in Colombo.	 	
2008-02-04	13	20	Sri Lanka	Weli-Oya and Colombo.	Suspected Tamil Tiger rebels killed 13 people with two roadside bombs on Monday, just hours after the government celebrated the island's 60th anniversary of independence with a parade of military might in the capital.	 	
2008-03-07	1	0	Spain	Mondragón	An ETA gunman kills Isaías Carrasco, former town councilor for Mondragón, on his way to work, two days before the General Elections.	 	
2008-04-06	15	90	Sri Lanka	Weliveriya.	See 2008 Weliveriya bombing	 	
2008-04-25	26	64	Sri Lanka	Piliyandala.	The bombing of a commuter bus in a suburb of Colombo killed 26 and injured at least 64. See 2008 Piliyandala bus bombing	 	
2008-05-10	11	29	Sri Lanka	Ampara.	A bomb attributed to Tamil Tiger rebels ripped through a cafe, 11 killed, 29 injured.	 	
2008-05-14	1	4	Spain	Legutiano, Alava.	A powerful bombing outside a civil guard, blamed on Basque separatist ETA group, killing one guard.	 	
2008-05-16	9	93	Sri Lanka	Downtown Colombo.	A suicide bomb exploded near the Sri Lankan president residence,carried out by the LTTE .	 	
2008-05-26	8	72	Sri Lanka	Colombo.	A packed commuter train carrying 200 passenger on board which time bombing exploded at Dehiwela railroad station, carried out by the LTTE.	 	
2008-06-06	21	47	Sri Lanka	Moratuwa suburb of Colombo.	A roadside bomb blast targeted a crowded state-run commuter bus at about 7:35 am The government quickly placed blame upon LTTE, who had yet to claim responsibility. See 2008 Moratuwa bus bombing	 	
2008-06-06	2	20	Sri Lanka	Kandy district.	The Sri Lankan government blamed LTTE militants for a bomb explosion that occurred aboard a commuter bus only a few hours after a similar attack near the capital. See 2008 Polgolla bus bombing	 	
2008-06-15	2	12	Nepal	Rautahat District.	A group calling itself the Tarai Army claimed responsibility for an explosion in a crowded bus station in southern Nepal. The bomb had been hidden in a wheat sack.	 	
2008-06-16	12	40	Sri Lanka	Northern Province, Sri Lanka.	Explosives in a motorcycle is detonated in front of a police station in Vavuniya, killing 12 members of police and injuring 40, including children.	 	
2008-07-21	2	13	China	Kunming, Yunnan.	Two bomb explosions occurred on board separate passenger buses during the early morning commute. The first blast happened at about 7:00 am and the second came about an hour later.	 	
2008-07-27	17	150	Turkey	Istanbul.	Two bombs kill 17 people and wound at least 150 in Istanbul. Kurds suspected	 	
2008-07-27	2	7	USA	Knoxville, Tennessee.	Unitarian Universalist church shooting, Jim David Adkisson kills 2 people and injures 7 in Knoxville, Tennessee.
2008-08-15	7	50	Colombia	Ituango, Antioquia.	Seven people were killed and more than 50 wounded when a bomb detonated in a small town. FARC denies responsibility on the attack, blaming Colombian State.	 	
2008-09-01	4	26	Colombia	Cali.	Four people were killed and around 26 more wounded by a car bomb in the Colombian city of Cali in one of the worst urban attacks this year. Police said they believed FARC guerrillas were responsible for the attack.	 	
2008-09-13	30	90	India	Delhi.	A series of 5 bombs exploded in Delhi, killing 30 and injuring 90.	 	
2008-09-15	7	101	Mexico	Morelia, Michoacán.	A series of grenades are detonated in crowds gathered to celebrate Independence Day.	 	
2008-09-21	1	12	Spain	Basque Country.	Three car bombs detonate in a 24-hour period killing one (a military personnel) and injuring 12. The ETA is confirmed by authorities as responsible.	 	
2008-09-24	0	1	Israel	Jerusalem.	Israeli historian Zeev Sternhell, known for his criticism of Jewish settlements in the occupied West Bank, was injured when a bomb exploded at his home. Peace Now, an Israeli rights group devoted to ending the occupation of the Palestinian territories, blamed extreme right-wing groups for the attack.	 	
2008-09-25	0	1	United	Kingdom	A man survived after being shot in the neck by the RIRA on the County Londonderry-County Donegal border. The same man was targeted in a pipe bomb attack on his home on 25 October, the RIRA did not claim responsibility for the attack, but security forces believe they were responsible for it.	 	
2008-09-25	0	7	Myanmar	Yangon.	A small bomb exploded at a bus stop near the city hall in a busy downtown area. The blast came about a year after anti-government protests were suppressed.	 	
2008-09-29	0	5	Sri Lanka	Colombo.	A bomb placed underneath a van exploded in the Pettah market area. The government immediately blamed the LTTE.	 	
2008-10-1	1	1	Turkey	Diyarbakir.	PKK militants attacked Turkish soldiers.	 	
2008-10-3	7	8	Georgia	Tskhinvali.	A car full of explosives blew up near a Russian military base.	 	
2008-10-3	0	0	Spain	Tolosa.	At about 1:15, 10 kg worth of explosives detonated in front of the Tolosa court house causing minimal damage.	 	
2008-10-6	27	80	Sri Lanka	Anuradhapura.	A suicide bomb exploded in the office of the United National Party near a bus stand. A former senior general, Janaka Perera, who had been serving as a regional leader for the party was among the dead. The Tamil Tigers were quickly blamed.	 	
2008-10-8	0	5	India	Guwahati.	A bomb exploded near a crowd gathered for Durga Puja festivities. A police spokesman said the low-intensity blast took place near the Japorigog area at around 20:30.	 	
2008-10-8	4	22	Turkey	Diyarbakir.	Three police trainees and a civilian were killed, with 22 others also wounded, in an attack on a police bus. Unidentified assailants armed with guns and explosives attacked the vehicle on a busy street outside the city of Diyarbakir. Of the injured at least 11 of the wounded were trainee police officers and the others were civilians. Though there was no immediate claim of responsibility for the attack, Kurdish separatist guerrillas frequently target Turkey's armed forces and police in the mainly Kurdish southeast; the attack also came shortly before the parliament in Ankara was scheduled to approve a government request to extend a mandate to launch military operations against PKK rebels based in northern Iraq.	 	
2008-10-9	1	3	Sri Lanka	Colombo.	A suicide bomb attack targeted a convoy carrying the agriculture minister near a Buddhist temple in the Borelesgamuwa suburb.	 	
2008-10-11	0	0	Mexico	Monterrey.	Unknown assailants shot at the U.S. consulate building and threw a grenade that failed to explode. Two men attacked the consulate around midnight when it was closed. Though nobody was hurt in the assault, the gate was pockmarked and six spent .45-caliber casings were found at the scene. It was not clear if the attack was related to a wave of violence by drug gangs; there was no evidence it was related to political terrorism.	 	
2008-10-12	1	7	Colombia	Neiva.	Authorities blamed FARC for two attacks on hotels in the center of Neiva in the south west of Colombia. .	 	
2008-10-14	3	0	Nepal	 	A woman and her two children died in a bomb explosion in the Terai, a region that has seen constant ethnic unrest for nearly two years. Shortly afterwards two separate militant groups both said they were responsible. Each claim to fight for the rights of the Madhesi ethnic group.	 	
2008-10-17	1	4	USA	Dalton	An explosion at a personal injury law firm in downtown Dalton, Ga., injured four people, including at least one lawyer, and resulted in the death of the apparent bomber in what a federal law enforcement spokesman described as a suicide attack.
2008-10-19	4	6	Pakistan	Balochistan.	A separatist group, Baloch Republic Army, claimed responsibility for a bomb blast in northwestern Balochistan province. The blast occurred in a bazaar of the Dera Bugti district, and the remote-controlled bomb was planted in a motorcycle.	 	
2008-10-20	13	12	India	Chhattisgarh.	Naxalites allegedly killed Central Reserve Police Force (CRPF) personnel in the Bijapur District following the announcement of two-phase Assembly elections in Chhattisgarh. The attack also left 12 personnel of CRPF and the Border Roads Organisation, who were carrying out road construction work in the area, injured. The attack took place at about 13:30 between Modukpal and Kongupalli in the district. According to reports, one of the attackers was also killed in the exchange of fire that followed.	 	
2008-10-21	0	0	Finland	Helsinki.	Finnish police say an Embassy employee was injured in an arson attack on the Turkish embassy building in central Helsinki. Officers said the front door was burned in the attack and the fire spread indoors before it was extinguished by fire fighters. The early morning attack came hours after a peaceful anti-Turkey protest the day before outside the embassy by a few dozen Kurdish demonstrators. Police said four men had been detained on suspicion of the attack, and that the attack could have been politically motivated and that some of the men had a Turkish-Kurdish background.	 	
2008-10-21	0	1	Thailand	Bangkok.	A bomb blast hit the residence of the Supreme Administrative Court of Supreme Administrative Court president Akrathorn Chularat in Chatuchak district in the early hours of the morning. Akrathorn was not in his residence in Soi Lat Phrao 25, Phahonyothin Road, as he was on an overseas trip. Police were alerted to the bomb blast at about 1:00 where they found a 10-centimetre deep pit about four meters wide on the grounds within the compound. Witnesses said they heard the sound of motorcycles in front of the house shortly before the bomb exploded.	 	
2008-10-21	17	30	India	Imphal.	A bomb was suspected to have been planted on a moped near the Manipur police commando complex at Minuthong in Imphal at 19:30. Police said none of the Manipur police commando personnel staying at the barrack complex were among the casualties. Unconfirmed reports, however, said a surrendered militant may be among the dead.	 	
2008-10-22	3	3	India	Belpahari, West Bengal.	Three members of a mobile medical team were killed in a blast triggered by Maoists. The Maoists, however, issued an apology for the killing of the health staff and stated that they were not the intended target. Two people have been arrested in connection with the blast though locals claimed that the duo were innocent of the charges.	 	
2008-10-23	0	16	Colombia	Bogota.	Police blame FARC for a series of blasts occurring throughout the capital. The explosives had been left in waste bins in six separate residential areas. Witnesses described the blasts as "not high-powered," and the injuries were minor.	 	
2008-10-24	0	0	Greece	Athens.	At about 4:00 am police were able to defuse a homemade explosive that had been left outside the offices of Royal Dutch Shell. They had received an anonymous phone call warning of the device's location. Authorities usually attribute similar attacks to extreme leftists and anarchists.	 	
2008-10-25	2	1	Georgia	Near Abkhazia. Giorgi Mebonia,	governor of the Tsalenjikha district of Georgia, was killed in an explosion close to the border with Abkhazia. A citizen also died in the attack and a police officer was wounded in the village of Mujava. The Georgian interior ministry said Mebonia's car was hit by an explosive device and his convoy was fired at, but it was not known who had fired the shots.	 	
2008-10-28	4	5	India	Gadchiroli.	Four policemen, including a sub-inspector, were killed in an encounter with Naxalites in the Korepile forest in Aheri Taluka of Gadchiroli district. Five other policemen also received bullet injuries. The police party came under attack during routine patrolling.	 	
2008-10-30	84	470	India	Assam.	A series of 13 blasts occurred in and around Guwahati.	 	
2008-10-30	0	21	Spain	Pamplona.	A car bomb exploded at the University of Navarra. The explosion occurred at a time when students would have been walking near the lot where the car had been parked. Most of the injuries were a result of flying glass shards, while rainy weather may have prevented more casualties. Authorities blamed ETA, who had yet to claim responsibility.	 	
2008-10-31	0	4	India	Srinagar.	Four security personnel were injured when militants hurled a grenade at a police station in the Baramulla district of Jammu and Kashmir. The blast, at about 11:20, landed inside the compound of the Baramulla police station, injuring two CRPF personnel and two policemen in the explosion. No militant outfit had claimed responsibility for the attack so far. This was the first attack on security forces in the Kashmir valley since the announcement of election schedule legislative assembly elections by Election Commission on 19 October.	 	
2008-10-31	0	17	India	Bastar, Chhattisgarh.	At least 17 policemen sustained minor injuries when Maoist guerrillas detonated a powerful land mine in front of their vehicle in the southern Bastar region of Chhattisgarh. The incident took place on a highway in Narayanpur district, some 250 km south of the capital Raipur.	 	
2008-11-02	0	6	India	Salboni, West Midnapur district, West Bengal.	A landmine blast targeted West Bengal Chief Minister Buddhadeb Bhattacharya. Six policemen travelling in the last car of a convoy escorting Indian steel minister, Ram Vilas Paswan, and the CM were wounded. Eight villagers were arrested for possible links with Maoist insurgents who triggered the blast. Seven police officials, including an Additional Superintendent of Police of the Purbo Medinipur district were issued show cause notices and asked to explain their role in the supervision of security along the stretch of road at Kalaichandi in Paschim Medinipur district after the CM's convoy passed through. Bhattacharya specifically implicated the Sasadhar Mahato-led Lalgarh squad of the Maoists.	 	
2008-11-04	2	9	Pakistan	Doaba, North West Frontier Province.	A bomber targeted an army check post early on Tuesday, officials said. One report said that the bomber drove up in a car and detonated explosives. No one has claimed responsibility. A police official told the AFP news agency that paramilitary soldiers and policemen had been injured in the blast.	 	
2008-11-10	2	3	South Ossetia	Georgian-South Ossetian border.	Two Georgian policemen were killed and three wounded by explosive devices near South Ossetia. The EU Monitoring Mission (EUMM) patrolling the area called the attack an unacceptable breach of the ceasefire that could dangerously escalate tensions in the region. The risk of skirmishes and tit-for-tat attacks remained high with further violence likely.	 	
2008-11-13	0	15	Thailand	Bangkok.	At least 15 market traders were wounded when a bomb was thrown into a camp in Bangkok where they were staging a protest vigil against attempts to evict them. The explosion took place at 2:00 at Klong Toey market, next to the capital's biggest slum, where about 300 protesters were demonstrating against the new management of the site. The bomb was apparently tossed into the camp by an unidentified man on a nearby footbridge, while two people suffered serious injuries. The attack did not appear to be linked to an anti-government protest movement that had occupied Government House in Bangkok since late August, where there were a series of small bombings in the weeks preceding.	 	
2008-11-14	3	4	India	Kanker and Bastar, Chhattisgarh.	Three policemen were injured in a landmine blast triggered by rebels at Injeram in Konta constituency, close to the Andhra Pradesh border; while several low-intensity explosions ripped through Chhattisgarh's Bastar region as the first phase of assembly elections began in 39 constituencies. There was a low electoral turnout following the murder of Trinath Thakur, the Dantewada block unit chief of the Congress, the previous night. Dantewada District Superintendent of Police Rahul Sharma said: "Rebels slit his throat and he died on the spot due to excessive bleeding." Soon after voting started, gunbattles erupted between policemen and Maoist guerrillas in about 15 places in the Sukma, Kistaram, Konta, Bhairamgarh, Antagarh, Pakhanjoor, Bijarpur, Dantewada and Antagarh constituencies. Despite the presence of 65,000 policemen, including paramilitary forces, Maoist guerrillas managed to block roads leading to polling booths in over 50 places.	 	
2008-11-14	0	0	Serbia/Kosovo	Pristina.	An explosive charge was thrown at the building housing the office of the European Union's special envoy to Kosovo, Peter Feith. No one was injured in the blast, which shattered the windows of the office of the International Civilian Office. On 20 November, Kosovo police arrested three German citizens suspected of having thrown the explosive charge.	 	
